ID,time,DRUG_A_CENTRAL,DRUG_A_CARTRIDGE,DRUG_B_EXTRA,DRUG_B_CENTRAL,DRUG_B_CARTRIDGE,Vadd_A_Central,Vadd_B_Central,Vadd_B_Extra,C_DRUG_A_CENTRAL,C_DRUG_A_CARTRIDGE,C_DRUG_B_EXTRA,C_DRUG_B_CENTRAL,C_DRUG_B_CARTRIDGE,Ve,Vc,V3
1,435,199.39010458630196,49.88077686589447,0,79.7560418345211,19.952310746357465,0,-4.005922519499062e-27,0,0.9969505229315098,0.9976155373178893,0,0.3987802091726055,0.3990462149271493,1,200,50
1,436,199.07136552288688,49.801038946434325,0,79.62854620915508,19.920415578573408,0,-4.1277533800917774e-27,0,0.9953568276144344,0.9960207789286865,0,0.39814273104577536,0.39840831157146817,1,200,50
1,437,198.7531359859674,49.7214284935678,0,79.50125439438726,19.888571397426798,0,-4.2524214339978606e-27,0,0.993765679929837,0.994428569871356,0,0.3975062719719363,0.397771427948536,1,200,50
1,438,198.43541516101845,49.6419453035278,0,79.37416606440767,19.856778121410805,0,-4.3799746470589086e-27,0,0.9921770758050923,0.9928389060705559,0,0.39687083032203835,0.3971355624282161,1,200,50
1,439,198.11820223481453,49.56258917287233,0,79.2472808939261,19.825035669148622,0,-4.5104615070131106e-27,0,0.9905910111740727,0.9912517834574466,0,0.3962364044696305,0.39650071338297244,1,200,50
1,440,197.80149639542736,49.483359898483926,0,79.12059855817122,19.79334395939327,0,-4.6439310262346234e-27,0,0.9890074819771368,0.9896671979696785,0,0.39560299279085614,0.3958668791878654,1,200,50
1,441,197.48529683222367,49.40425727756907,0,78.99411873288972,19.76170291102734,0,-4.780432744472945e-27,0,0.9874264841611183,0.9880851455513815,0,0.3949705936644486,0.39523405822054675,1,200,50
1,442,197.16960273586287,49.32528110765767,0,78.86784109434538,19.73011244306279,0,-4.92001673159229e-27,0,0.9858480136793143,0.9865056221531535,0,0.3943392054717269,0.3946022488612558,1,200,50
1,443,196.85441329829487,49.24643118660246,0,78.74176531931818,19.698572474640716,0,-5.062733590310962e-27,0,0.9842720664914744,0.9849286237320491,0,0.3937088265965909,0.3939714494928143,1,200,50
1,444,196.53972771275792,49.16770731257842,0,78.61589108510337,19.66708292503112,0,-5.208634458940733e-27,0,0.9826986385637896,0.9833541462515685,0,0.39307945542551687,0.3933416585006224,1,200,50
1,445,196.22554517377614,49.0891092840823,0,78.49021806951063,19.63564371363269,0,-5.357771014126212e-27,0,0.9811277258688808,0.981782185681646,0,0.39245109034755316,0.3927128742726538,1,200,50
1,446,195.91186487715748,49.010636899931946,0,78.36474595086314,19.604254759972573,0,-5.510195473584224e-27,0,0.9795593243857874,0.980212737998639,0,0.3918237297543157,0.39208509519945145,1,200,50
1,447,195.5986860199913,48.93228995926583,0,78.23947440799664,19.572915983706153,0,-5.6659605988431816e-27,0,0.9779934300999565,0.9786457991853166,0,0.39119737203998317,0.39145831967412303,1,200,50
1,448,195.2860078006463,48.85406826154243,0,78.1144031202586,19.54162730461682,0,-5.825119697982461e-27,0,0.9764300390032316,0.9770813652308487,0,0.390572015601293,0.3908325460923364,1,200,50
